doc_id,title,published_date,publication_type,url,has_competitor_affiliation
PMID:38499181,Full Guidelines-From the Medical Board of the National Psoriasis Foundation: Perioperative management of systemic immunomodulatory agents in patients with psoriasis and psoriatic arthritis.,2024-03-17,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38499181/,0
PMID:38467779,TYK2: an emerging therapeutic target in rheumatic disease.,2024-03-11,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38467779/,0
PMID:38451052,Deucravacitinib in moderate-to-severe plaque psoriasis: Pooled safety and tolerability over 52 weeks from two phase 3 trials (POETYK PSO-1 and PSO-2).,2024-03-07,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38451052/,0
PMID:38443116,First Use of Combination Oral Deucravacitinib With Tapinarof Cream for Treatment of Severe Plaque Psoriasis.,2024-03-01,Case Reports,https://pubmed.ncbi.nlm.nih.gov/38443116/,0
PMID:38444845,Application of JAK inhibitors in paradoxical reaction through immune-related dermatoses.,2024-02-20,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38444845/,0
PMID:38331098,Vaccination recommendations for adults receiving biologics and oral therapies for psoriasis and psoriatic arthritis: Delphi consensus from the medical board of the National Psoriasis Foundation.,2024-02-07,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38331098/,0
PMID:38399292,New and Emerging Oral/Topical Small-Molecule Treatments for Psoriasis.,2024-02-06,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38399292/,0
PMID:38305215,Effectiveness and safety of deucravacitinib treatment for moderate-to-severe psoriasis in real-world clinical practice in Japan.,2024-02-02,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38305215/,0
PMID:38306122,Deucravacitinib for Moderate-to-Severe Psoriasis: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,2024-02-01,Meta-Analysis,https://pubmed.ncbi.nlm.nih.gov/38306122/,0
PMID:38117487,Meaningful Change Thresholds for the Psoriasis Symptoms and Signs Diary: A Secondary Analysis of a Randomized Clinical Trial.,2024-02-01,Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/38117487/,0
PMID:38280146,Clinical Pharmacokinetic and Pharmacodynamic Considerations in the Treatment of Moderate-to-Severe Psoriasis.,2024-01-27,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38280146/,0
PMID:38268101,"Deucravacitinib, an oral, selective, allosteric tyrosine kinase 2 inhibitor, in Japanese patients with moderate to severe plaque, erythrodermic, or generalized pustular psoriasis: Efficacy and safety results from an open-label, phase 3 trial.",2024-01-24,"Clinical Trial, Phase III",https://pubmed.ncbi.nlm.nih.gov/38268101/,0
PMID:37997745,Efficacy of tyrosine-kinase-2 and phosphodiesterase-4 inhibitors for scalp psoriasis: a systematic review and meta-analysis.,2024-01-24,Meta-Analysis,https://pubmed.ncbi.nlm.nih.gov/37997745/,0
PMID:38212257,Bimekizumab (Bimzelx) for psoriasis.,2024-01-22,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38212257/,0
PMID:38216005,Properties of FDA-approved small molecule protein kinase inhibitors: A 2024 update.,2024-01-11,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38216005/,0
PMID:38904160,Targeting TYK2 for Fighting Diseases: Recent Advance of TYK2 Inhibitors.,2024,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38904160/,0
PMID:38899421,Comparative efficacy and safety of JAK/TYK2 inhibitors and other oral drugs for moderate-to-severe plaque psoriasis: Systematic review and network meta-analysis.,2024,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38899421/,0
PMID:38876119,Deucravacitinib and shikonin combination therapy ameliorates imiquimod-induced psoriasis in mice.,2024,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38876119/,0
PMID:38122848,"Deucravacitinib, a selective, allosteric tyrosine kinase 2 inhibitor, in scalp psoriasis: A subset analysis of two phase 3 randomized trials in plaque psoriasis.",2023-12-18,"Clinical Trial, Phase III",https://pubmed.ncbi.nlm.nih.gov/38122848/,0
PMID:38169994,Bibliometric analysis and description of research trends on T cells in psoriasis over the past two decades (2003-2022).,2023-12-10,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38169994/,0
PMID:38033914,Rapid hair regrowth in an alopecia universalis patient with deucravacitinib: A case report.,2023-11-29,Case Reports,https://pubmed.ncbi.nlm.nih.gov/38033914/,0
PMID:38007038,Nail psoriasis and nail lichen planus: Updates on diagnosis and management.,2023-11-24,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38007038/,0
PMID:37981596,Pharmacokinetics and Safety of the Tyrosine Kinase 2 Inhibitor Deucravacitinib in Healthy Chinese Subjects.,2023-11-19,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37981596/,0
PMID:38098574,A paradigm shift in psoriasis treatment: deucravacitinib's significance.,2023-11-07,Editorial,https://pubmed.ncbi.nlm.nih.gov/38098574/,0
PMID:37853229,Correction to: Matching-Adjusted Indirect Comparison of the Long-Term Efficacy of Deucravacitinib Versus Adalimumab for Moderate to Severe Plaque Psoriasis.,2023-11,Published Erratum,https://pubmed.ncbi.nlm.nih.gov/37853229/,0
PMID:37927384,JAK Inhibitors in Psoriatic Disease.,2023-10-31,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37927384/,0
PMID:37901688,Comparative short-term risks of infection and serious infection in patients receiving biologic and small-molecule therapies for psoriasis and psoriatic arthritis: a systemic review and network meta-analysis of randomized controlled trials.,2023-10-27,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37901688/,0
PMID:37863021,Allosteric TYK2 inhibition: redefining autoimmune disease therapy beyond JAK1-3 inhibitors.,2023-10-18,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37863021/,0
PMID:37845748,A novel highly selective allosteric inhibitor of tyrosine kinase 2 (TYK2) can block inflammation- and autoimmune-related pathways.,2023-10-16,Video-Audio Media,https://pubmed.ncbi.nlm.nih.gov/37845748/,0
PMID:37873392,Triple-action inhibitory mechanism of allosteric TYK2-specific inhibitors.,2023-10-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37873392/,0
PMID:37801281,"Short-, Mid-, and Long-Term Efficacy of Deucravacitinib Versus Biologics and Nonbiologics for Plaque Psoriasis: A Network Meta-Analysis.",2023-10-06,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37801281/,0
PMID:37841017,The efficacy and safety of tyrosine kinase 2 inhibitor deucravacitinib in the treatment of plaque psoriasis: a systematic review and meta-analysis of randomized controlled trials.,2023-09-29,Systematic Review,https://pubmed.ncbi.nlm.nih.gov/37841017/,0
PMID:38188537,Deucravacitinib: a novel TYK2 inhibitor for the treatment of moderate-to-severe psoriasis.,2023-09-05,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38188537/,0
PMID:37653331,[Not Available].,2023-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37653331/,0
PMID:37634105,SOTYKTUTM (Deucravacitinib 6-mg Tablets)- A New Agent for the Management of Adult Plaque Psoriasis.,2023-08-28,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37634105/,0
PMID:37578217,Progress on the Pharmacological Targeting of Janus Pseudokinases.,2023-08-14,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37578217/,0
PMID:37574849,The preclinical discovery and development of deucravacitinib for the treatment of psoriasis.,2023-08-13,Review,https://pubmed.ncbi.nlm.nih.gov/37574849/,0
PMID:37507233,Psoriasis: a focus on upcoming oral formulations.,2023-08-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37507233/,0
PMID:37525000,Matching-Adjusted Indirect Comparison of the Long-Term Efficacy of Deucravacitinib Versus Adalimumab for Moderate to Severe Plaque Psoriasis.,2023-07-31,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37525000/,0
PMID:37513344,Fast and Sensitive Bioanalytical Method for the Determination of Deucravacitinib in Human Plasma Using HPLC-MS/MS: Application and Greenness Evaluation.,2023-07-17,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37513344/,0
PMID:37436070,Systemic pharmacological treatments for chronic plaque psoriasis: a network meta-analysis.,2023-07-12,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37436070/,0
PMID:37341177,Deucravacitinib: The First FDA-Approved Oral TYK2 Inhibitor for Moderate to Severe Plaque Psoriasis.,2023-06-21,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37341177/,0
PMID:37287330,TYK2 as a novel therapeutic target in psoriasis.,2023-06-07,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37287330/,0
PMID:37334353,Oral small-molecule tyrosine kinase 2 and phosphodiesterase 4 inhibitors in plaque psoriasis: a network meta-analysis.,2023-06-02,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37334353/,0
PMID:37223005,Clinical Utility of Deucravacitinib for the Management of Moderate to Severe Plaque Psoriasis.,2023-05-18,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37223005/,0
PMID:37147879,"Deucravacitinib, a selective tyrosine kinase 2 inhibitor, for the treatment of moderate-to-severe plaque psoriasis.",2023-05-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37147879/,0
PMID:37150956,Treatment of plaque psoriasis with deucravacitinib (POETYK PSO-2 study): a plain language summary.,2023-05-07,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37150956/,0
PMID:37150952,Treatment of plaque psoriasis with deucravacitinib (POETYK PSO-1 study): a plain language summary.,2023-05-07,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37150952/,0
PMID:37168605,Effectiveness and Safety of Deucravacitinib for the Management of Psoriasis: A Review of the Current Literature.,2023-05-04,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37168605/,0
PMID:37168876,Deucravacitinib for the treatment of psoriatic arthritis: the evidence so far.,2023-05-03,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37168876/,0
PMID:37096862,Recent developments for new investigational JAK inhibitors in psoriatic arthritis.,2023-05-03,Review,https://pubmed.ncbi.nlm.nih.gov/37096862/,0
PMID:37083505,New synthetic pharmacotherapeutic approaches to the treatment of moderate-to-severe plaque psoriasis in adults.,2023-04-27,Review,https://pubmed.ncbi.nlm.nih.gov/37083505/,0
PMID:37132187,English version of Japanese guidance for the use of oral Janus kinase inhibitors (JAK1 and TYK2 inhibitors) in the treatments of psoriasis.,2023-04-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37132187/,0
PMID:36882942,"Efficacy and safety of the selective TYK2 inhibitor, deucravacitinib, in Japanese patients with moderate to severe plaque psoriasis: Subgroup analysis of a randomized, double-blind, placebo-controlled, global phase 3 trial.",2023-03-07,"Clinical Trial, Phase III",https://pubmed.ncbi.nlm.nih.gov/36882942/,0
PMID:36841716,Deucravacitinib (Sotyktu™) for plaque psoriasis.,2023-02-23,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36841716/,0
PMID:36834806,Tyk2 Targeting in Immune-Mediated Inflammatory Diseases.,2023-02-08,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36834806/,0
PMID:37075192,New Treatments for Psoriasis: An Update on a Therapeutic Frontier.,2023-02,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37075192/,0
PMID:38031699,"Janus-kinase inhibitors in dermatology: A review of their use in psoriasis, vitiligo, systemic lupus erythematosus, hidradenitis suppurativa, dermatomyositis, lichen planus, lichen planopilaris, sarcoidosis and graft-versus-host disease.",2023,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38031699/,0
